Virtual User Script started at : 1/24/2017 7:45:32 PM
Starting action vuser_init.
Web Turbo Replay of LoadRunner 12.53.0 for Windows 10; build 1203 (Jan 24 2017 19:13:20)  	[MsgId: MMSG-26983]
Action.c(559): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(566): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(566): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(566): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(566): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(566): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(573): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(573): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(573): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(573): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(573): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(580): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(580): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(580): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(580): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(580): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(587): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(587): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(587): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(587): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(587): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(594): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(594): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(594): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(594): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(594): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(601): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(601): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(601): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(601): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(601): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(608): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(608): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(608): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(608): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(608): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(615): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(615): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(615): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(615): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(615): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(622): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(622): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(622): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(622): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(622): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(629): web_websocket_send started  	[MsgId: MMSG-26355]
Action.c(629): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(629): Warning -35047: The WebSocket whose ID is "0" is not connected  	[MsgId: MWAR-35047]
Action.c(629): Retaining websocket connection of URI="ws://localhost:9264/981241ba45fd409bb2f04296b511663a/browserLinkSignalR/connect?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAA4RHf8%2FwaWESxTreUEEgEWwAAAAACAAAAAAAQZgAAAAEAACAAAAC30EdkCf1%2FmT7giZea4qSyNNV6J96YC1%2BnxTJ3cTVZyAAAAAAOgAAAAAIAACAAAAB2GqitgHsotTjuVQHOW%2F2fsPIRy5EvgJh3DJdN6DVqHjAAAADgbqwEyB54jMr6o7RB%2BthdRBkkxr076L0%2FhtZ%2FucrJ8GxdTe%2BthpaTr0rsCXS9LAxAAAAANBQQPrFU1iYBKAMMogQuwlnWohz3%2FWcqlE4FYu9UdC4fvilc8uQRhsk2sExZ9uT68MqbEKS8mpAyfmKOSPIOGw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A60680%2F&browserName=Chrome&userAgent=Mozilla%2F5.0+(Windows+NT+10.0%3B+WOW64)+AppleWebKit%2F537.36+(KHTML%2C+like+Gecko)+Chrome%2F55.0.2883.87+Safari%2F537.36&tid=10" (RelFrameId=1, Internal ID=52)  	[MsgId: MMSG-27637]
Action.c(629): web_websocket_send highest severity level was "warning"  	[MsgId: MMSG-26391]
Action.c(636): web_websocket_send started  	[MsgId: MMSG-26355]
